id,Body Mass (g)
0,4109.013365077458
1,5582.6962050700595
2,3564.562478403681
3,3480.6774228062573
4,3555.5983394450973
5,4170.545999002775
6,4511.878302647084
7,4902.151298667516
8,4716.189326707282
9,4053.8842740909004
10,4199.591046487322
11,4631.237553358998
12,4675.699225530652
13,4667.14650812463
14,5160.050574227964
15,5111.785687122954
16,4004.439713074127
17,4008.9836781667736
18,3478.344004472932
19,3477.652694077819
20,4086.996069050844
21,5592.617704054832
22,5565.042011370976
23,4076.260721872503
24,3422.3988579638576
25,4699.580750600177
26,3335.142473881278
27,3963.777929069702
28,4054.0358550084675
29,4508.554730614624
30,3599.296082035685
31,4773.636257686723
32,3681.0913816523157
33,5198.114662820855
34,3773.044469409364
35,3353.7710104117405
36,4603.117437925982
37,3652.923374623314
38,3991.344552712724
39,4581.45091454276
40,3946.115093049433
41,3526.6737611553904
42,4038.3994951245277
43,5358.757751719957
44,3780.4482442693684
45,4525.492353495739
46,3362.102805375169
47,4102.523950173484
48,4741.508883447179
49,5652.264654603121
50,3697.285149549406
51,4092.836618628747
52,3693.5451667273537
53,4147.964650014895
54,4116.363261524561
55,3714.531056600476
56,4655.073713235855
57,4077.5868102249765
58,4645.571210495164
59,3608.450782365119
60,3493.4427966068415
61,3524.315680518786
62,3772.1365296618233
63,5657.36790433436
64,3759.1083002931578
65,4115.11273083433
66,4333.849814890224
67,4636.047563478693
68,3932.8708361346557
69,3809.1248493778
70,4711.610850603284
71,3161.9882988870045
72,3450.9361271904354
73,3530.3594720422284
74,5541.950444398893
75,4847.966706605074
76,3269.2033893348644
77,3532.4016909235465
78,5150.301190700896
79,4605.38560383694
80,4198.503399607772
81,3714.3993231198388
82,4257.480896103684
83,4552.793147295616
84,5031.83554397712
85,4198.503399607772
86,5153.813322415937
87,4037.726521157885
88,3627.272883485148
89,4993.584422804036
90,4565.143720353039
91,3625.9643952635906
92,3513.5021161719646
93,3754.458698595682
94,3305.014459699618
95,3098.5097080127384
96,3574.5279998553824
97,3655.2489255436767
98,4626.253234009558
99,4254.179569521921
100,3412.188834708719
101,3295.523644328434
102,3213.4054041149507
103,5249.189380243622
104,5605.114182335649
105,3373.5461762037467
106,5400.252678071254
107,5193.931215763617
108,4179.765683386369
109,3297.7013780846855
110,4610.690598821972
111,3374.7390276883752
112,4046.477989902528
113,4004.2638065377787
114,4970.8772960877
115,3881.9524755961043
116,3530.012478718617
117,3582.909222104695
118,3671.4135287428467
119,4043.128744531508
120,3678.0562475655493
121,5209.49826800317
122,3257.9810083298867
123,4642.238007010365
124,3639.63865184816
125,4091.680059329552
126,4792.923912436795
127,4089.1505236537937
128,3309.4565301693838
129,3682.4139049104747
130,4072.58594449716
131,3920.8581141696777
132,5090.164802706029
133,5030.216770517678
134,5151.792543408453
135,3862.1342619869433
136,3703.287973388705
137,3457.4573862437564
138,4593.646042081445
139,3478.425296322766
140,3880.6526073951895
141,4636.875701786865
142,3339.6816371413247
143,3453.8509786798836
144,4634.319375274772
145,3445.1255127981826
146,4710.845773752058
147,3648.7967195350275
148,5656.323127074052
149,4145.53918376708
150,4891.836644510498
151,3313.8189652151787
152,4812.2163783998385
153,5384.982898501757
154,3940.799384889751
155,5666.452607683557
156,3506.1379191023884
157,4010.353893255041
158,3521.568133714454
159,3875.7480414819083
160,3982.96239524854
161,3553.2629690005424
162,3596.545782507285
163,3459.899385166471
164,5015.033488274016
165,3318.0148329726767
166,5422.526737968032
167,4742.362616319457
168,4044.3569132561574
169,3809.584362124481
170,5541.425459371053
171,3619.3622531565975
172,5174.791207621195
173,3228.500909096649
174,3585.2188730059293
175,4605.348259503073
176,4118.079584811319
177,4526.912274088177
178,5504.593497117887
179,3532.405067523184
180,3899.372294638605
181,4304.901499590879
182,3576.7713057759756
183,4672.43074656742
184,4583.891335864865
185,4140.635509428246
186,4855.419884628362
187,4902.3578890924
188,3445.847150228372
189,3309.408968816842
190,4124.430253961903
191,3480.83053381012
192,3635.564220067386
193,4181.939433407995
194,4851.454232761491
195,5498.575450344798
196,3724.7475757801844
197,4940.156783648836
198,3579.671226216399
199,3478.344004472932
200,4010.2949437479783
201,4701.560161658472
202,4474.173146911928
203,4587.711560558722
204,4038.9750748895103
205,3620.804283204693
206,3481.443813200901
207,4179.447110790116
208,4832.024567243893
209,4657.267054900538
210,3390.0014398304315
211,3338.8134067605542
212,3384.5689535077136
213,3734.0181491901876
214,3783.5920137689045
215,4517.76247725485
216,5584.625806337631
217,3841.9332385198013
218,4529.6396052258015
219,4057.056151511719
220,3444.547561428344
221,3443.4327913803436
222,4649.842647445294
223,4324.765471706903
224,4782.1076394721
225,4467.17398024905
226,3542.565291519695
227,3969.1862386247003
