id,Body Mass (g)
0,4153.436654237758
1,5579.01843966564
2,3595.580672631546
3,3378.1520979016223
4,3595.580672631546
5,4146.932409620496
6,4627.326378821001
7,4921.5759572609395
8,4690.449951850004
9,4137.558246071987
10,4310.422084042478
11,4619.4240769430835
12,4697.48516106967
13,4668.240155120975
14,5108.8035406504605
15,5087.771184032489
16,4001.406251312134
17,3959.4940679736505
18,3470.2030562913505
19,3583.9929482741913
20,4139.105298637265
21,5541.843843173671
22,5524.5236767539245
23,4001.406251312134
24,3553.226130307109
25,4690.061973708971
26,3395.2387995312024
27,3971.9015283671956
28,4083.327578774029
29,4643.9749477831765
30,3593.2252385109377
31,4835.317999704925
32,3677.74490019635
33,5081.301397590273
34,3895.1746729517545
35,3424.299297114188
36,4404.532734614898
37,3694.720755460746
38,3922.0430979669427
39,4627.326378821001
40,4087.8598473190455
41,3521.0920940787964
42,3910.38788178974
43,5321.645585621244
44,3714.9617237964126
45,4601.105761416519
46,3395.2387995312024
47,4210.146832394946
48,4753.185546737975
49,5468.956015813979
50,3812.3238171365447
51,4137.558246071987
52,3469.9001631879305
53,4252.676376327284
54,4181.180489345314
55,4133.497185968755
56,4601.105761416519
57,4137.558246071987
58,4686.767270299078
59,3804.817539112842
60,4077.910047883512
61,3510.312751276771
62,3895.1746729517545
63,5524.279444617648
64,3517.678510992394
65,4250.906367429597
66,4289.407015649568
67,4694.31056058098
68,3975.8378692102556
69,3874.3262560807766
70,4696.665994701587
71,3366.175102727067
72,3510.312751276771
73,3505.652270181573
74,5524.5236767539245
75,4430.3112942479665
76,3395.2387995312024
77,3874.3262560807766
78,5304.997016659068
79,4694.31056058098
80,4135.044238534031
81,3593.2252385109377
82,4154.91993288175
83,4668.909109544581
84,5045.423619773673
85,4252.9231702067045
86,5238.217192786876
87,4210.146832394946
88,3533.183971203427
89,5091.547107986791
90,4618.604910575001
91,3600.098064460603
92,3583.9929482741913
93,3745.935586883816
94,3402.0889552900794
95,3461.400907656455
96,3470.2030562913505
97,3489.819443099215
98,4692.345231198544
99,4252.9231702067045
100,3651.9803929028344
101,3388.4979444842797
102,3395.2387995312024
103,5269.506256830136
104,5513.750075056899
105,3378.1520979016223
106,5245.822478648295
107,5303.099296877917
108,4146.932409620496
109,3395.2387995312024
110,4619.4240769430835
111,3395.2387995312024
112,4121.488822816959
113,4137.558246071987
114,5143.031801188322
115,3783.9647418287473
116,3593.2252385109377
117,3572.8616107643948
118,4123.002178038895
119,3988.4913467472043
120,3909.3548337227026
121,5420.298190626228
122,3395.2387995312024
123,4425.3595538388045
124,4001.406251312134
125,4066.165394013301
126,4924.600345805153
127,4158.997935904104
128,3395.2387995312024
129,3840.1655284843014
130,3911.934934355019
131,3900.1336579229996
132,5318.064029177057
133,5066.230341727066
134,5205.001541832175
135,3950.8004698785817
136,3571.225876003868
137,3411.343915717614
138,4693.641606157374
139,3432.291484913688
140,3950.8004698785817
141,4626.507212452918
142,3395.2387995312024
143,3542.033307620072
144,4455.55098784648
145,3549.9903908377387
146,4706.710542671147
147,3580.9623190078905
148,5591.971588345387
149,3990.884853746393
150,5113.8892463481325
151,3395.2387995312024
152,4881.524188586172
153,5414.461252902264
154,4121.488822816959
155,5513.750075056899
156,3583.9929482741913
157,4001.406251312134
158,3523.4475281994046
159,3654.6110604753258
160,3966.9055860649933
161,3401.0233178282783
162,3677.74490019635
163,3413.9534505315305
164,5083.550508146813
165,3395.2387995312024
166,5431.781419322011
167,4987.849513159602
168,4137.558246071987
169,3737.0611242674167
170,5579.01843966564
171,3438.5296877297988
172,5259.649482239822
173,3395.2387995312024
174,3517.981404095814
175,4156.625558864378
176,4153.436654237758
177,4626.507212452918
178,5320.111180384884
179,3582.4458957089123
180,3952.3475224438607
181,4153.436654237758
182,3909.3548337227026
183,4510.874416650148
184,4596.14349388615
185,4306.229796233265
186,5105.761795916078
187,4922.2449116845455
188,3582.4458957089123
189,3395.2387995312024
190,4195.692204830749
191,3553.5474140976908
192,3749.2632031956214
193,4137.088495860158
194,4848.50124646581
195,5468.956015813979
196,4105.3500092872055
197,5113.8892463481325
198,3543.366808110689
199,3470.2030562913505
200,3966.9055860649933
201,4687.227425071145
202,3971.9015283671956
203,4711.109341487632
204,4137.088495860158
205,3473.9522161968657
206,3473.9522161968657
207,4189.279260487347
208,4940.040163147152
209,4694.669572176995
210,3549.1712244696555
211,3411.343915717614
212,3526.4178674631826
213,3630.2242435133758
214,3715.793676529954
215,4158.659304560604
216,5474.741230545702
217,3701.9117245477278
218,4252.676376327284
219,4011.7079324945116
220,3598.551011895324
221,3434.21513564427
222,4694.460772525456
223,4020.7735689397114
224,4686.767270299078
225,4601.105761416519
226,4001.406251312134
227,3968.4526386302723
